Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
1/6/2016,13670031542154,5248348675419,18918380217573
1/5/2016,13670583998984,5247861651601,18918445650585
1/4/2016,13669500801836,5231431888181,18900932690017
12/31/2015,13672522257292,5249656752129,18922179009421
12/30/2015,13622733037490,5202328627046,18825061664536
12/29/2015,13621994782159,5202112051802,18824106833962
12/28/2015,13621291360268,5197399905840,18818691266108
12/24/2015,13608106425390,5194774066146,18802880491536
12/23/2015,13603158968085,5192106478202,18795265446287
12/22/2015,13602990562150,5204371630308,18807362192459
12/21/2015,13602156263369,5196045248083,18798201511452
12/18/2015,13602300646235,5192733282041,18795033928276
12/17/2015,13602386767303,5193892910987,18796279678290
12/16/2015,13600726418253,5187411803093,18788138221346
12/15/2015,13600642541481,5197569139147,18798211680628
12/14/2015,13576054852654,5191581337756,18767636190410
12/11/2015,13576192961286,5188729023595,18764921984881
12/10/2015,13576378743375,5185690315204,18762069058579
12/9/2015,13587275912419,5187809069020,18775084981440
12/8/2015,13587661849539,5201402517265,18789064366804
12/7/2015,13586975169239,5202224427328,18789199596567
12/4/2015,13587797506751,5199033038932,18786830545683
12/3/2015,13587977599025,5200014847921,18787992446947
12/2/2015,13586471303910,5216267852521,18802739156431
12/1/2015,13586014412847,5211825110495,18797839523342
11/30/2015,13588988502150,5238334464759,18827322966909
11/27/2015,13551155021821,5231296245985,18782451267806
11/25/2015,13488002707949,5231610566945,18719613274894
11/24/2015,13488216384737,5242028842478,18730245227214
11/23/2015,13487562419580,5235184163538,18722746583118
11/20/2015,13487491924394,5233308167078,18720800091471
11/19/2015,13486033195852,5232175397989,18718208593841
11/18/2015,13425424978902,5232907291279,18658332270181
11/17/2015,13425228384871,5244785636643,18670014021514
11/16/2015,13425314364061,5235175789217,18660490153278
11/13/2015,13422581915970,5230925444604,18653507360573
11/12/2015,13422684032364,5226340763474,18649024795839
11/10/2015,13378011403563,5227381025380,18605392428942
11/9/2015,13377810384459,5236958832253,18614769216713
11/6/2015,13378216906934,5231637478501,18609854385435
11/5/2015,13378296644135,5231503426194,18609800070329
11/4/2015,13304149781522,5228704601300,18532854382822
11/3/2015,13304633454177,5227704637535,18532338091711
11/2/2015,13259598054673,5232493066161,18492091120834
10/30/2015,13060656874968,5092324810780,18152981685748
10/29/2015,13040947458751,5111642653635,18152590112386
10/28/2015,13042008093200,5110572052645,18152580145845
10/27/2015,13027842933559,5124748972431,18152591905990
10/26/2015,13034076380907,5118527283985,18152603664891
10/23/2015,13035394315866,5117244618428,18152638934294
10/22/2015,13034691804237,5117958883992,18152650688229
10/21/2015,13042775790010,5109870709683,18152646499693
10/20/2015,13033810616384,5118847607800,18152658224185
10/19/2015,13034959796581,5117710150853,18152669947435
10/16/2015,13040435842278,5112269267757,18152705110034
10/15/2015,13043845333622,5108871494700,18152716828322
10/14/2015,13046422729078,5104047127414,18150469856492
10/13/2015,13046512400966,5103969219398,18150481620363
10/9/2015,13046779512151,5103749151302,18150528663453
10/8/2015,13046699068111,5103841353016,18150540421128
10/7/2015,13059972998831,5090572317384,18150545316215
10/6/2015,13059818124108,5090738986887,18150557110995
10/5/2015,13059966819672,5090602084865,18150568904537
10/2/2015,13061410753542,5089193524208,18150604277751
10/1/2015,13059264833999,5091351232343,18150616066343
9/30/2015,13123847198348,5026770468137,18150617666484
9/29/2015,13138658741847,5012355125269,18151013867116
9/28/2015,13142733278888,5008292423531,18151025702419
9/25/2015,13142591572511,5008469628402,18151061200913
9/24/2015,13140301918136,5010771113196,18151073031332
9/23/2015,13144928446670,5006144593671,18151073040341
9/22/2015,13136259739613,5014825188614,18151084928228
9/21/2015,13143438634417,5007658180462,18151096814879
9/18/2015,13146512352217,5004620115750,18151132467968
9/17/2015,13145637357002,5005506992683,18151144349685
9/16/2015,13153191937998,4997846148974,18151038086972
9/15/2015,13145076989529,5005972796406,18151049785935
9/14/2015,13154778791419,4996282744335,18151061535755
9/11/2015,13156926922921,4994169854974,18151096777895
9/10/2015,13156747896787,4994360625997,18151108522784
9/9/2015,13156227791522,4994857292101,18151085083623
9/8/2015,13147386947141,5003709784622,18151096731763
9/4/2015,13151650022710,4999493290589,18151143313300
9/3/2015,13151760226057,4999394729240,18151154955298
9/2/2015,13142894367691,5008233569403,18151127937093
9/1/2015,13142936626767,5008202822862,18151139449629
8/31/2015,13119752728788,5031397450800,18151150179588
8/28/2015,13128201306874,5023036339444,18151237646318
8/27/2015,13123916829780,5027332322958,18151249152739
8/26/2015,13125515111652,5025716709073,18151231820726
8/25/2015,13113153427126,5038089793359,18151243220485
8/24/2015,13120265804888,5030988814128,18151254619017
8/21/2015,13121106396171,5030182411097,18151288807268
8/20/2015,13121300877989,5029999339518,18151300217507
8/19/2015,13123745242327,5027437553781,18151182796108
8/18/2015,13111296158206,5039897669525,18151193827732
8/17/2015,13121719838466,5029485019662,18151204858129
8/14/2015,13127739184968,5023498757033,18151237942001
8/13/2015,13126117137797,5025131861875,18151248999673
8/12/2015,13127953438656,5023267550305,18151220988961
8/11/2015,13116188517613,5035042282486,18151230800099
8/10/2015,13120923476208,5030318123295,18151241599503
8/7/2015,13133917545021,5017356445494,18151273990515
8/6/2015,13133310082595,5017974702390,18151284784985
8/5/2015,13139218828457,5012050482593,18151269311050
8/4/2015,13139874835203,5011405125917,18151279961120
8/3/2015,13154209400019,4997081209937,18151290609956
7/31/2015,13135044925570,5016277623587,18151322549157
7/30/2015,13115033380951,5036818875686,18151852256637
7/29/2015,13094609838371,5057230768918,18151840607289
7/28/2015,13093853244382,5057997894631,18151851139013
7/27/2015,13097955837032,5053905832473,18151861669505
7/24/2015,13099949355959,5051943898806,18151893254765
7/23/2015,13099775103937,5052128676403,18151903780340
7/22/2015,13101056937267,5050754426624,18151811363891
7/21/2015,13088911494581,5062910157424,18151821652005
7/20/2015,13094422094681,5057409844208,18151831938889
7/17/2015,13097201084427,5054661707748,18151862792175
7/16/2015,13099068443428,5052804630715,18151873074143
7/15/2015,13106538137493,5045331537258,18151869674751
7/14/2015,13096917225302,5054962675972,18151879901274
7/13/2015,13101244630603,5050645549789,18151890180392
7/10/2015,13103633276571,5048287733766,18151921010338
7/9/2015,13102609587775,5049321696720,18151931284495
7/8/2015,13106285116932,5045644758420,18151929875352
7/7/2015,13093649507594,5058290647632,18151940155226
7/6/2015,13100955100947,5050995332914,18151950433861
7/3/2015,13103184582267,5048796680070,18151981262337
7/2/2015,13105898581880,5046092954139,18151991536019
7/1/2015,13093667026169,5058320194472,18151987220640
6/30/2015,13076414145361,5075583365512,18151997510872
6/29/2015,13070835567569,5081834726075,18152670293644
6/26/2015,13070831248599,5081869910628,18152701159227
6/25/2015,13071940516189,5080770927103,18152711443292
6/24/2015,13071202015971,5081436035644,18152638051615
6/23/2015,13059539444741,5093108832603,18152648277344
6/22/2015,13068330291043,5084328210794,18152658501837
6/19/2015,13072139149495,5080550018410,18152689167906
6/18/2015,13071246580389,5081452807070,18152699387459
6/17/2015,13073549270080,5079147648980,18152696919060
6/16/2015,13067386378870,5085320810990,18152707189860
6/15/2015,13075184730750,5077532806552,18152717537302
6/12/2015,13081822659048,5070925805781,18152748464829
6/11/2015,13082372210334,5070386560811,18152758771145
6/10/2015,13085347675830,5067410666218,18152758342047
6/9/2015,13068813694429,5083954970191,18152768664620
6/8/2015,13074878498155,5077900487805,18152778985959
6/5/2015,13080153579943,5072656362646,18152809942589
6/4/2015,13078728371166,5074091887840,18152820259006
6/3/2015,13082576979779,5070244364674,18152821344453
6/2/2015,13065960233573,5086870889847,18152831123421
6/1/2015,13073584911432,5079256489827,18152841401259
5/29/2015,13052706400436,5100145277715,18152851678150
5/28/2015,13054660216224,5097723028501,18152383244725
5/27/2015,13052474807984,5099842496224,18152317304208
5/26/2015,13046317217130,5106010236139,18152327453269
5/22/2015,13050072311592,5102295725698,18152368037290
5/21/2015,13049374221360,5103003958850,18152378180209
5/20/2015,13051237240105,5101140021539,18152377261645
5/19/2015,13039918475898,5112468921886,18152387397784
5/18/2015,13049631800803,5102765731894,18152397532696
5/15/2015,13053015786107,5099412143995,18152427930102
5/14/2015,13053904468378,5098533591730,18152438060107
5/13/2015,13056626203780,5095810254522,18152436458302
5/12/2015,13044246622984,5108200070118,18152446693102
5/11/2015,13050345826235,5102111100421,18152456926656
5/8/2015,13053822296429,5098665323478,18152487619907
5/7/2015,13057150061993,5095347786555,18152497848548
5/6/2015,13062170168420,5090328520448,18152498688867
5/5/2015,13065201071307,5087307860298,18152508931605
5/4/2015,13074525883750,5077993289348,18152519173099
5/1/2015,13089046291055,5063503599216,18152549890271
4/30/2015,13053681247951,5098878878837,18152560126788
4/29/2015,13051327764094,5100560737114,18151888501208
4/28/2015,13048552679943,5103345996126,18151898676069
4/27/2015,13054114931939,5097793917748,18151908849687
4/24/2015,13058105909555,5093833453602,18151939363157
4/23/2015,13059323003494,5092626528344,18151949531838
4/22/2015,13066632697202,5085314206839,18151946904042
4/21/2015,13059556805773,5092400255813,18151957061586
4/20/2015,13067157477460,5084809740428,18151967217888
4/17/2015,13074275612444,5077722066953,18151997679396
4/16/2015,13077338458482,5074669372252,18152007830734
4/15/2015,13086497608550,5065505857731,18152003466281
4/14/2015,13092019642745,5059993926694,18152013569440
4/13/2015,13099675824474,5052347905192,18152023729667
4/10/2015,13102873615337,5049180587618,18152054202955
4/9/2015,13101773120249,5050291237959,18152064358208
4/8/2015,13111934743189,5040126653268,18152061396457
4/7/2015,13102684021909,5049387501466,18152071523375
4/6/2015,13108197438920,5043884210130,18152081649050
4/3/2015,13113626313940,5038485705755,18152112019695
4/2/2015,13096591645301,5055530495132,18152122140432
4/1/2015,13104928983918,5047117300463,18152046284381
3/31/2015,13090399293659,5061656903830,18152056197489
3/30/2015,13099230739115,5053097136270,18152327875385
3/27/2015,13100142539623,5052215064666,18152357604289
3/26/2015,13097651409122,5054716102236,18152367511358
3/25/2015,13098220411972,5054142403005,18152362814977
3/24/2015,13084628174409,5067744518492,18152372692901
3/23/2015,13090617194679,5061765374907,18152382569585
3/20/2015,13092726568180,5059685624135,18152412192315
3/19/2015,13091716944131,5060705119915,18152422064045
3/18/2015,13094247521170,5058161113886,18152408635056
3/17/2015,13094763118421,5057655259910,18152418378331
3/16/2015,13105395080630,5047033040038,18152428120669
3/13/2015,13083879612335,5068577726773,18152457339108
3/12/2015,13084088914698,5069727389878,18153816304576
3/11/2015,13077260915499,5071708018914,18148968934412
3/10/2015,13077001810715,5078724990341,18155726801056
3/9/2015,13076997087492,5073080721258,18150077808750
3/6/2015,13077605694202,5069392075088,18146997769289
3/5/2015,13078024754064,5069231729790,18147256483855
3/4/2015,13083702031373,5065959927821,18149661959195
3/3/2015,13083156868369,5066797663396,18149954531765
3/2/2015,13082175825545,5071361991819,18153537817365
2/27/2015,13074036284486,5081817556298,18155853840784
2/26/2015,13052462540019,5097290276941,18149752816960
2/25/2015,13038635290491,5094721067654,18133356358144
2/24/2015,13038072925172,5110032081051,18148105006223
2/23/2015,13037661212729,5103747870484,18141409083212
2/20/2015,13038401615591,5102123587712,18140525203304
2/19/2015,13038548288145,5099910953763,18138459241908
2/18/2015,13025593746421,5097287809150,18122881555571
2/17/2015,13024634800903,5097808287731,18122443088634
2/13/2015,13044579279878,5092268467544,18136847747422
2/12/2015,13044634775705,5092271492374,18136906268080
2/11/2015,13030765585362,5090085492674,18120851078036
2/10/2015,13030084686437,5102284183502,18132368869939
2/9/2015,13030240698388,5098270644293,18128511342681
2/6/2015,13030502916526,5094460056204,18124962972730
2/5/2015,13030729516507,5095147180924,18125876697431
2/4/2015,13010253116962,5089727160463,18099980277424
2/3/2015,13009360166059,5089142063840,18098502229900
2/2/2015,13009390741739,5089651495515,18099042237254
1/30/2015,12984930426313,5097363731197,18082294157510
1/29/2015,12970704211785,5114359625997,18085063837782
1/28/2015,12970172927408,5112418150652,18082591078060
1/27/2015,12970533962396,5124586126475,18095120088871
1/26/2015,12970484928522,5117242424181,18087727352704
1/23/2015,12970193212138,5116142389918,18086335602055
1/22/2015,12970391793263,5117033651916,18087425445179
1/21/2015,12971143199110,5112320907744,18083464106854
1/20/2015,12970475453866,5115572590634,18086048044499
1/16/2015,12971502433051,5109292049174,18080794482225
1/15/2015,12971949359466,5107659036054,18079608395520
1/14/2015,12981666559709,5099812054037,18081478613746
1/13/2015,12980751749798,5111419040289,18092170790087
1/12/2015,12981011748689,5105935014396,18086946763086
1/9/2015,12981628166616,5104197907625,18085826074242
1/8/2015,12981962678995,5102855241831,18084817920826
1/7/2015,12999091201360,5099169359401,18098260560760
1/6/2015,12999569410502,5098245548608,18097814959110
1/5/2015,12999336609260,5091979772343,18091316381603
1/2/2015,13000209721920,5080402933324,18080612655244
12/31/2014,13023951380769,5117492754795,18141444135563
12/30/2014,12995323491167,5048538756222,18043862247389
12/29/2014,12994463454882,5044992625901,18039456080783
12/26/2014,12994194510569,5035918845507,18030113356076
12/24/2014,12990290113794,5041977639854,18032267753649
12/23/2014,12990289723363,5054205324449,18044495047812
12/22/2014,12988079946531,5042941594817,18031021541348
